SPY,SPY,SPY,SPY,SPY,SPY,SPY,AKREX,AKREX,AKREX,AKREX,AKREX,AKREX,AKREX,TROW,TROW,TROW,TROW,TROW,TROW,TROW,COHOX,COHOX,COHOX,COHOX,COHOX,COHOX,COHOX,VTI,VTI,VTI,VTI,VTI,VTI,VTI
open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
265.61,266.7,263.6595,265.78,97543258,409476,265.863241,265.61,266.7,263.6595,265.78,97543258,409476,265.863241,265.61,266.7,263.6595,265.78,97543258,409476,265.863241,265.61,266.7,263.6595,265.78,97543258,409476,265.863241,265.61,266.7,263.6595,265.78,97543258,409476,265.863241
263.4,263.83,261.79,263.78,85973985,408381,263.363031,263.4,263.83,261.79,263.78,85973985,408381,263.363031,263.4,263.83,261.79,263.78,85973985,408381,263.363031,263.4,263.83,261.79,263.78,85973985,408381,263.363031,263.4,263.83,261.79,263.78,85973985,408381,263.363031
263.92,264.55,262.48,263.52,66960738,287015,263.501239,263.92,264.55,262.48,263.52,66960738,287015,263.501239,263.92,264.55,262.48,263.52,66960738,287015,263.501239,263.92,264.55,262.48,263.52,66960738,287015,263.501239,263.92,264.55,262.48,263.52,66960738,287015,263.501239
265.1,268.52,264.25,267.44,92630929,469964,266.578426,265.1,268.52,264.25,267.44,92630929,469964,266.578426,265.1,268.52,264.25,267.44,92630929,469964,266.578426,265.1,268.52,264.25,267.44,92630929,469964,266.578426,265.1,268.52,264.25,267.44,92630929,469964,266.578426
267.49,270.47,267.27,269.81,105452073,407113,269.452277,267.49,270.47,267.27,269.81,105452073,407113,269.452277,267.49,270.47,267.27,269.81,105452073,407113,269.452277,267.49,270.47,267.27,269.81,105452073,407113,269.452277,267.49,270.47,267.27,269.81,105452073,407113,269.452277
270.15,271.2,269.18,270.08,85889694,362715,270.132043,270.15,271.2,269.18,270.08,85889694,362715,270.132043,270.15,271.2,269.18,270.08,85889694,362715,270.132043,270.15,271.2,269.18,270.08,85889694,362715,270.132043,270.15,271.2,269.18,270.08,85889694,362715,270.132043
270.11,272.03,269.36,272.01,60870569,262717,270.996611,270.11,272.03,269.36,272.01,60870569,262717,270.996611,270.11,272.03,269.36,272.01,60870569,262717,270.996611,270.11,272.03,269.36,272.01,60870569,262717,270.996611,270.11,272.03,269.36,272.01,60870569,262717,270.996611
272.45,273.44,271.88,273.16,79782774,313518,272.808959,272.45,273.44,271.88,273.16,79782774,313518,272.808959,272.45,273.44,271.88,273.16,79782774,313518,272.808959,272.45,273.44,271.88,273.16,79782774,313518,272.808959,272.45,273.44,271.88,273.16,79782774,313518,272.808959
272.79,273.34,271.92,272.83,58351791,257060,272.696436,272.79,273.34,271.92,272.83,58351791,257060,272.696436,272.79,273.34,271.92,272.83,58351791,257060,272.696436,272.79,273.34,271.92,272.83,58351791,257060,272.696436,272.79,273.34,271.92,272.83,58351791,257060,272.696436
270.93,271.55,268.29,270.17,95683847,487274,269.833914,270.93,271.55,268.29,270.17,95683847,487274,269.833914,270.93,271.55,268.29,270.17,95683847,487274,269.833914,270.93,271.55,268.29,270.17,95683847,487274,269.833914,270.93,271.55,268.29,270.17,95683847,487274,269.833914
268.75,270.58,267.83,270.54,75788961,372161,269.215014,268.75,270.58,267.83,270.54,75788961,372161,269.215014,268.75,270.58,267.83,270.54,75788961,372161,269.215014,268.75,270.58,267.83,270.54,75788961,372161,269.215014,268.75,270.58,267.83,270.54,75788961,372161,269.215014
271.2,271.49,270.03,270.69,68571423,288512,270.652483,271.2,271.49,270.03,270.69,68571423,288512,270.652483,271.2,271.49,270.03,270.69,68571423,288512,270.652483,271.2,271.49,270.03,270.69,68571423,288512,270.652483,271.2,271.49,270.03,270.69,68571423,288512,270.652483
272.42,274.52,272.34,274.06,72321273,308612,273.79984,272.42,274.52,272.34,274.06,72321273,308612,273.79984,272.42,274.52,272.34,274.06,72321273,308612,273.79984,272.42,274.52,272.34,274.06,72321273,308612,273.79984,272.42,274.52,272.34,274.06,72321273,308612,273.79984
275.03,275.93,274.56,274.95,65277205,294126,275.194279,275.03,275.93,274.56,274.95,65277205,294126,275.194279,275.03,275.93,274.56,274.95,65277205,294126,275.194279,275.03,275.93,274.56,274.95,65277205,294126,275.194279,275.03,275.93,274.56,274.95,65277205,294126,275.194279
273.78,275.64,272.87,274.46,83234536,395160,274.38019,273.78,275.64,272.87,274.46,83234536,395160,274.38019,273.78,275.64,272.87,274.46,83234536,395160,274.38019,273.78,275.64,272.87,274.46,83234536,395160,274.38019,273.78,275.64,272.87,274.46,83234536,395160,274.38019
276.36,277.41,276.13,277.38,97159249,368561,276.66865,276.36,277.41,276.13,277.38,97159249,368561,276.66865,276.36,277.41,276.13,277.38,97159249,368561,276.66865,276.36,277.41,276.13,277.38,97159249,368561,276.66865,276.36,277.41,276.13,277.38,97159249,368561,276.66865
276.48,278.58,276.47,277.88,59170079,237891,277.756211,276.48,278.58,276.47,277.88,59170079,237891,277.756211,276.48,278.58,276.47,277.88,59170079,237891,277.756211,276.48,278.58,276.47,277.88,59170079,237891,277.756211,276.48,278.58,276.47,277.88,59170079,237891,277.756211
277.81,278.92,277.25,278.43,76668590,326115,278.156153,277.81,278.92,277.25,278.43,76668590,326115,278.156153,277.81,278.92,277.25,278.43,76668590,326115,278.156153,277.81,278.92,277.25,278.43,76668590,326115,278.156153,277.81,278.92,277.25,278.43,76668590,326115,278.156153
277.7,278.1,276.345,277.46,64314727,299167,277.332779,277.7,278.1,276.345,277.46,64314727,299167,277.332779,277.7,278.1,276.345,277.46,64314727,299167,277.332779,277.7,278.1,276.345,277.46,64314727,299167,277.332779,277.7,278.1,276.345,277.46,64314727,299167,277.332779
278.11,279.36,277.4029,279.16,79079013,289053,278.629932,278.11,279.36,277.4029,279.16,79079013,289053,278.629932,278.11,279.36,277.4029,279.16,79079013,289053,278.629932,278.11,279.36,277.4029,279.16,79079013,289053,278.629932,278.11,279.36,277.4029,279.16,79079013,289053,278.629932
280.73,281.31,279.43,279.59,70540699,278279,280.225074,280.73,281.31,279.43,279.59,70540699,278279,280.225074,280.73,281.31,279.43,279.59,70540699,278279,280.225074,280.73,281.31,279.43,279.59,70540699,278279,280.225074,280.73,281.31,279.43,279.59,70540699,278279,280.225074
279.13,280.3,278.9,279.34,57250216,263446,279.564581,279.13,280.3,278.9,279.34,57250216,263446,279.564581,279.13,280.3,278.9,279.34,57250216,263446,279.564581,279.13,280.3,278.9,279.34,57250216,263446,279.564581,279.13,280.3,278.9,279.34,57250216,263446,279.564581
278.52,279.59,277.48,279.18,56936701,275536,278.798707,278.52,279.59,277.48,279.18,56936701,275536,278.798707,278.52,279.59,277.48,279.18,56936701,275536,278.798707,278.52,279.59,277.48,279.18,56936701,275536,278.798707,278.52,279.59,277.48,279.18,56936701,275536,278.798707
278.96,279.45,278.32,278.65,69381479,249644,278.819476,278.96,279.45,278.32,278.65,69381479,249644,278.819476,278.96,279.45,278.32,278.65,69381479,249644,278.819476,278.96,279.45,278.32,278.65,69381479,249644,278.819476,278.96,279.45,278.32,278.65,69381479,249644,278.819476
280.44,280.88,278.82,280.41,79633648,301253,280.121386,280.44,280.88,278.82,280.41,79633648,301253,280.121386,280.44,280.88,278.82,280.41,79633648,301253,280.121386,280.44,280.88,278.82,280.41,79633648,301253,280.121386,280.44,280.88,278.82,280.41,79633648,301253,280.121386
281.6,281.87,276.84,279.38,106736618,451992,279.16809,281.6,281.87,276.84,279.38,106736618,451992,279.16809,281.6,281.87,276.84,279.38,106736618,451992,279.16809,281.6,281.87,276.84,279.38,106736618,451992,279.16809,281.6,281.87,276.84,279.38,106736618,451992,279.16809
279.54,279.76,278.41,279.06,59526170,234842,279.196449,279.54,279.76,278.41,279.06,59526170,234842,279.196449,279.54,279.76,278.41,279.06,59526170,234842,279.196449,279.54,279.76,278.41,279.06,59526170,234842,279.196449,279.54,279.76,278.41,279.06,59526170,234842,279.196449
279.15,279.16,276.97,277.34,75039771,290922,277.79285,279.15,279.16,276.97,277.34,75039771,290922,277.79285,279.15,279.16,276.97,277.34,75039771,290922,277.79285,279.15,279.16,276.97,277.34,75039771,290922,277.79285,279.15,279.16,276.97,277.34,75039771,290922,277.79285
276.83,276.99,274.07,275.13,95645689,435050,275.31504,276.83,276.99,274.07,275.13,95645689,435050,275.31504,276.83,276.99,274.07,275.13,95645689,435050,275.31504,276.83,276.99,274.07,275.13,95645689,435050,275.31504,276.83,276.99,274.07,275.13,95645689,435050,275.31504
272.94,274.65,272.42,274.49,86406229,416193,273.518996,272.94,274.65,272.42,274.49,86406229,416193,273.518996,272.94,274.65,272.42,274.49,86406229,416193,273.518996,272.94,274.65,272.42,274.49,86406229,416193,273.518996,272.94,274.65,272.42,274.49,86406229,416193,273.518996
275.26,278.62,275.23,278.48,65294048,291889,277.616552,275.26,278.62,275.23,278.48,65294048,291889,277.616552,275.26,278.62,275.23,278.48,65294048,291889,277.616552,275.26,278.62,275.23,278.48,65294048,291889,277.616552,275.26,278.62,275.23,278.48,65294048,291889,277.616552
279.06,280.07,278.85,279.44,79864066,279077,279.342632,279.06,280.07,278.85,279.44,79864066,279077,279.342632,279.06,280.07,278.85,279.44,79864066,279077,279.342632,279.06,280.07,278.85,279.44,79864066,279077,279.342632,279.06,280.07,278.85,279.44,79864066,279077,279.342632
280.48,283.3052,280.3,281.33,81854673,300658,281.147789,280.48,283.3052,280.3,281.33,81854673,300658,281.147789,280.48,283.3052,280.3,281.33,81854673,300658,281.147789,280.48,283.3052,280.3,281.33,81854673,300658,281.147789,280.48,283.3052,280.3,281.33,81854673,300658,281.147789
281.38,281.84,280.6662,281.2,69842399,249032,281.287653,281.38,281.84,280.6662,281.2,69842399,249032,281.287653,281.38,281.84,280.6662,281.2,69842399,249032,281.287653,281.38,281.84,280.6662,281.2,69842399,249032,281.287653,281.38,281.84,280.6662,281.2,69842399,249032,281.287653
280.54,282.21,280.33,281.34,82619175,308447,281.197459,280.54,282.21,280.33,281.34,82619175,308447,281.197459,280.54,282.21,280.33,281.34,82619175,308447,281.197459,280.54,282.21,280.33,281.34,82619175,308447,281.197459,280.54,282.21,280.33,281.34,82619175,308447,281.197459
281.55,282.66,281.3,282.42,62200340,268447,282.059401,281.55,282.66,281.3,282.42,62200340,268447,282.059401,281.55,282.66,281.3,282.42,62200340,268447,282.059401,281.55,282.66,281.3,282.42,62200340,268447,282.059401,281.55,282.66,281.3,282.42,62200340,268447,282.059401
283.51,284.36,281.41,282.51,90424199,366238,282.883102,283.51,284.36,281.41,282.51,90424199,366238,282.883102,283.51,284.36,281.41,282.51,90424199,366238,282.883102,283.51,284.36,281.41,282.51,90424199,366238,282.883102,283.51,284.36,281.41,282.51,90424199,366238,282.883102
282.16,283.5,280.32,281.5,84609331,449937,281.869201,282.16,283.5,280.32,281.5,84609331,449937,281.869201,282.16,283.5,280.32,281.5,84609331,449937,281.869201,282.16,283.5,280.32,281.5,84609331,449937,281.869201,282.16,283.5,280.32,281.5,84609331,449937,281.869201
280.64,285.18,280.59,284.58,79704575,378842,283.75219,280.64,285.18,280.59,284.58,79704575,378842,283.75219,280.64,285.18,280.59,284.58,79704575,378842,283.75219,280.64,285.18,280.59,284.58,79704575,378842,283.75219,280.64,285.18,280.59,284.58,79704575,378842,283.75219
283.22,283.8034,279.18,279.34,124865796,615396,280.801091,283.22,283.8034,279.18,279.34,124865796,615396,280.801091,283.22,283.8034,279.18,279.34,124865796,615396,280.801091,283.22,283.8034,279.18,279.34,124865796,615396,280.801091,283.22,283.8034,279.18,279.34,124865796,615396,280.801091
278.88,280.1853,277.64,279.0,86084313,401554,278.894788,278.88,280.1853,277.64,279.0,86084313,401554,278.894788,278.88,280.1853,277.64,279.0,86084313,401554,278.894788,278.88,280.1853,277.64,279.0,86084313,401554,278.894788,278.88,280.1853,277.64,279.0,86084313,401554,278.894788
280.99,282.18,279.56,281.04,68192367,316322,280.736917,280.99,282.18,279.56,281.04,68192367,316322,280.736917,280.99,282.18,279.56,281.04,68192367,316322,280.736917,280.99,282.18,279.56,281.04,68192367,316322,280.736917,280.99,282.18,279.56,281.04,68192367,316322,280.736917
281.11,281.76,277.93,279.55,72224722,390634,279.780992,281.11,281.76,277.93,279.55,72224722,390634,279.780992,281.11,281.76,277.93,279.55,72224722,390634,279.780992,281.11,281.76,277.93,279.55,72224722,390634,279.780992,281.11,281.76,277.93,279.55,72224722,390634,279.780992
280.35,281.21,279.07,280.71,56284545,301908,280.32288,280.35,281.21,279.07,280.71,56284545,301908,280.32288,280.35,281.21,279.07,280.71,56284545,301908,280.32288,280.35,281.21,279.07,280.71,56284545,301908,280.32288,280.35,281.21,279.07,280.71,56284545,301908,280.32288
282.39,282.84,281.14,282.45,82240806,330846,282.129816,282.39,282.84,281.14,282.45,82240806,330846,282.129816,282.39,282.84,281.14,282.45,82240806,330846,282.129816,282.39,282.84,281.14,282.45,82240806,330846,282.129816,282.39,282.84,281.14,282.45,82240806,330846,282.129816
284.71,286.16,284.4,285.74,77674119,326982,285.190276,284.71,286.16,284.4,285.74,77674119,326982,285.190276,284.71,286.16,284.4,285.74,77674119,326982,285.190276,284.71,286.16,284.4,285.74,77674119,326982,285.190276,284.71,286.16,284.4,285.74,77674119,326982,285.190276
286.04,286.23,285.09,285.99,40120818,211563,285.79527,286.04,286.23,285.09,285.99,40120818,211563,285.79527,286.04,286.23,285.09,285.99,40120818,211563,285.79527,286.04,286.23,285.09,285.99,40120818,211563,285.79527,286.04,286.23,285.09,285.99,40120818,211563,285.79527
287.32,287.76,285.75,286.45,68662608,291422,286.771919,287.32,287.76,285.75,286.45,68662608,291422,286.771919,287.32,287.76,285.75,286.45,68662608,291422,286.771919,287.32,287.76,285.75,286.45,68662608,291422,286.771919,287.32,287.76,285.75,286.45,68662608,291422,286.771919
286.78,287.459,286.01,287.18,50017519,262146,286.887971,286.78,287.459,286.01,287.18,50017519,262146,286.887971,286.78,287.459,286.01,287.18,50017519,262146,286.887971,286.78,287.459,286.01,287.18,50017519,262146,286.887971,286.78,287.459,286.01,287.18,50017519,262146,286.887971
287.92,288.63,287.6,288.52,59131873,253412,288.228099,287.92,288.63,287.6,288.52,59131873,253412,288.228099,287.92,288.63,287.6,288.52,59131873,253412,288.228099,287.92,288.63,287.6,288.52,59131873,253412,288.228099,287.92,288.63,287.6,288.52,59131873,253412,288.228099
288.1,288.91,287.37,288.8,53726460,233825,288.325481,288.1,288.91,287.37,288.8,53726460,233825,288.325481,288.1,288.91,287.37,288.8,53726460,233825,288.325481,288.1,288.91,287.37,288.8,53726460,233825,288.325481,288.1,288.91,287.37,288.8,53726460,233825,288.325481
287.72,288.08,286.7,287.33,66455332,271849,287.485967,287.72,288.08,286.7,287.33,66455332,271849,287.485967,287.72,288.08,286.7,287.33,66455332,271849,287.485967,287.72,288.08,286.7,287.33,66455332,271849,287.485967,287.72,288.08,286.7,287.33,66455332,271849,287.485967
287.77,288.3899,287.31,288.29,52754039,204506,287.884283,287.77,288.3899,287.31,288.29,52754039,204506,287.884283,287.77,288.3899,287.31,288.29,52754039,204506,287.884283,287.77,288.3899,287.31,288.29,52754039,204506,287.884283,287.77,288.3899,287.31,288.29,52754039,204506,287.884283
288.83,288.84,287.578,288.23,55098100,205244,288.161064,288.83,288.84,287.578,288.23,55098100,205244,288.161064,288.83,288.84,287.578,288.23,55098100,205244,288.161064,288.83,288.84,287.578,288.23,55098100,205244,288.161064,288.83,288.84,287.578,288.23,55098100,205244,288.161064
290.0,290.47,288.261,290.13,69835782,232166,289.776012,290.0,290.47,288.261,290.13,69835782,232166,289.776012,290.0,290.47,288.261,290.13,69835782,232166,289.776012,290.0,290.47,288.261,290.13,69835782,232166,289.776012,290.0,290.47,288.261,290.13,69835782,232166,289.776012
290.24,290.35,289.075,289.98,50222730,199622,289.773677,290.24,290.35,289.075,289.98,50222730,199622,289.773677,290.24,290.35,289.075,289.98,50222730,199622,289.773677,290.24,290.35,289.075,289.98,50222730,199622,289.773677,290.24,290.35,289.075,289.98,50222730,199622,289.773677
290.94,291.01,289.5,290.1705,52154597,206469,290.277078,290.94,291.01,289.5,290.1705,52154597,206469,290.277078,290.94,291.01,289.5,290.1705,52154597,206469,290.277078,290.94,291.01,289.5,290.1705,52154597,206469,290.277078,290.94,291.01,289.5,290.1705,52154597,206469,290.277078
291.4,291.425,288.99,289.47,58268470,245037,289.770682,291.4,291.425,288.99,289.47,58268470,245037,289.770682,291.4,291.425,288.99,289.47,58268470,245037,289.770682,291.4,291.425,288.99,289.47,58268470,245037,289.770682,291.4,291.425,288.99,289.47,58268470,245037,289.770682
290.1,290.32,288.66,289.99,69414428,231296,289.794161,290.1,290.32,288.66,289.99,69414428,231296,289.794161,290.1,290.32,288.66,289.99,69414428,231296,289.794161,290.1,290.32,288.66,289.99,69414428,231296,289.794161,290.1,290.32,288.66,289.99,69414428,231296,289.794161
289.17,290.435,289.07,290.3,40520264,170767,290.002934,289.17,290.435,289.07,290.3,40520264,170767,290.002934,289.17,290.435,289.07,290.3,40520264,170767,290.002934,289.17,290.435,289.07,290.3,40520264,170767,290.002934,289.17,290.435,289.07,290.3,40520264,170767,290.002934
290.68,293.14,290.42,292.89,52411775,232023,292.102165,290.68,293.14,290.42,292.89,52411775,232023,292.102165,290.68,293.14,290.42,292.89,52411775,232023,292.102165,290.68,293.14,290.42,292.89,52411775,232023,292.102165,290.68,293.14,290.42,292.89,52411775,232023,292.102165
292.79,293.16,292.07,292.21,50469550,203858,292.580824,292.79,293.16,292.07,292.21,50469550,203858,292.580824,292.79,293.16,292.07,292.21,50469550,203858,292.580824,292.79,293.16,292.07,292.21,50469550,203858,292.580824,292.79,293.16,292.07,292.21,50469550,203858,292.580824
292.12,292.78,290.73,292.13,57875137,238260,292.05172,292.12,292.78,290.73,292.13,57875137,238260,292.05172,292.12,292.78,290.73,292.13,57875137,238260,292.05172,292.12,292.78,290.73,292.13,57875137,238260,292.05172,292.12,292.78,290.73,292.13,57875137,238260,292.05172
292.1,293.49,291.2401,293.41,51449173,220594,292.642502,292.1,293.49,291.2401,293.41,51449173,220594,292.642502,292.1,293.49,291.2401,293.41,51449173,220594,292.642502,292.1,293.49,291.2401,293.41,51449173,220594,292.642502,292.1,293.49,291.2401,293.41,51449173,220594,292.642502
293.49,294.45,293.41,293.78,61675682,186857,293.871519,293.49,294.45,293.41,293.78,61675682,186857,293.871519,293.49,294.45,293.41,293.78,61675682,186857,293.871519,293.49,294.45,293.41,293.78,61675682,186857,293.871519,293.49,294.45,293.41,293.78,61675682,186857,293.871519
293.49,294.34,291.92,293.87,81411933,254912,293.55159,293.49,294.34,291.92,293.87,81411933,254912,293.55159,293.49,294.34,291.92,293.87,81411933,254912,293.55159,293.49,294.34,291.92,293.87,81411933,254912,293.55159,293.49,294.34,291.92,293.87,81411933,254912,293.55159
294.72,294.95,291.8,291.82,71921870,337374,293.457138,294.72,294.95,291.8,291.82,71921870,337374,293.457138,294.72,294.95,291.8,291.82,71921870,337374,293.457138,294.72,294.95,291.8,291.82,71921870,337374,293.457138,294.72,294.95,291.8,291.82,71921870,337374,293.457138
291.68,292.7,289.52,291.13,65058183,342564,291.10168,291.68,292.7,289.52,291.13,65058183,342564,291.10168,291.68,292.7,289.52,291.13,65058183,342564,291.10168,291.68,292.7,289.52,291.13,65058183,342564,291.10168,291.68,292.7,289.52,291.13,65058183,342564,291.10168
292.82,294.34,291.2998,293.98,56579556,249557,293.438891,292.82,294.34,291.2998,293.98,56579556,249557,293.438891,292.82,294.34,291.2998,293.98,56579556,249557,293.438891,292.82,294.34,291.2998,293.98,56579556,249557,293.438891,292.82,294.34,291.2998,293.98,56579556,249557,293.438891
289.25,293.31,288.9,292.83,107250892,390959,291.952803,289.25,293.31,288.9,292.83,107250892,390959,291.952803,289.25,293.31,288.9,292.83,107250892,390959,291.952803,289.25,293.31,288.9,292.83,107250892,390959,291.952803,289.25,293.31,288.9,292.83,107250892,390959,291.952803
290.15,290.81,285.81,288.05,145292657,618594,288.280747,290.15,290.81,285.81,288.05,145292657,618594,288.280747,290.15,290.81,285.81,288.05,145292657,618594,288.280747,290.15,290.81,285.81,288.05,145292657,618594,288.280747,290.15,290.81,285.81,288.05,145292657,618594,288.280747
287.53,289.43,286.87,287.73,91714817,455857,288.141309,287.53,289.43,286.87,287.73,91714817,455857,288.141309,287.53,289.43,286.87,287.73,91714817,455857,288.141309,287.53,289.43,286.87,287.73,91714817,455857,288.141309,287.53,289.43,286.87,287.73,91714817,455857,288.141309
285.23,287.33,283.3,286.67,103471271,526341,285.580572,285.23,287.33,283.3,286.67,103471271,526341,285.580572,285.23,287.33,283.3,286.67,103471271,526341,285.580572,285.23,287.33,283.3,286.67,103471271,526341,285.580572,285.23,287.33,283.3,286.67,103471271,526341,285.580572
285.62,288.94,282.3,288.03,112603342,602402,285.828611,285.62,288.94,282.3,288.03,112603342,602402,285.828611,285.62,288.94,282.3,288.03,112603342,602402,285.828611,285.62,288.94,282.3,288.03,112603342,602402,285.828611,285.62,288.94,282.3,288.03,112603342,602402,285.828611
282.42,283.49,279.93,280.9905,127837979,670187,281.560182,282.42,283.49,279.93,280.9905,127837979,670187,281.560182,282.42,283.49,279.93,280.9905,127837979,670187,281.560182,282.42,283.49,279.93,280.9905,127837979,670187,281.560182,282.42,283.49,279.93,280.9905,127837979,670187,281.560182
281.99,285.1,281.85,283.38,77106090,390251,283.609239,281.99,285.1,281.85,283.38,77106090,390251,283.609239,281.99,285.1,281.85,283.38,77106090,390251,283.609239,281.99,285.1,281.85,283.38,77106090,390251,283.609239,281.99,285.1,281.85,283.38,77106090,390251,283.609239
281.59,285.77,281.36,285.15,75152409,364823,284.276653,281.59,285.77,281.36,285.15,75152409,364823,284.276653,281.59,285.77,281.36,285.15,75152409,364823,284.276653,281.59,285.77,281.36,285.15,75152409,364823,284.276653,281.59,285.77,281.36,285.15,75152409,364823,284.276653
285.84,289.21,285.76,287.68,77186068,352847,287.797144,285.84,289.21,285.76,287.68,77186068,352847,287.797144,285.84,289.21,285.76,287.68,77186068,352847,287.797144,285.84,289.21,285.76,287.68,77186068,352847,287.797144,285.84,289.21,285.76,287.68,77186068,352847,287.797144
285.14,288.6,285.1207,285.94,100853024,401172,286.609816,285.14,288.6,285.1207,285.94,100853024,401172,286.609816,285.14,288.6,285.1207,285.94,100853024,401172,286.609816,285.14,288.6,285.1207,285.94,100853024,401172,286.609816,285.14,288.6,285.1207,285.94,100853024,401172,286.609816
284.06,285.962,283.12,283.96,63153446,344197,284.223615,284.06,285.962,283.12,283.96,63153446,344197,284.223615,284.06,285.962,283.12,283.96,63153446,344197,284.223615,284.06,285.962,283.12,283.96,63153446,344197,284.223615,284.06,285.962,283.12,283.96,63153446,344197,284.223615
285.83,286.93,285.55,286.48,47390688,256169,286.268748,285.83,286.93,285.55,286.48,47390688,256169,286.268748,285.83,286.93,285.55,286.48,47390688,256169,286.268748,285.83,286.93,285.55,286.48,47390688,256169,286.268748,285.83,286.93,285.55,286.48,47390688,256169,286.268748
285.45,286.69,285.1,285.62,49717083,260143,285.783071,285.45,286.69,285.1,285.62,49717083,260143,285.783071,285.45,286.69,285.1,285.62,49717083,260143,285.783071,285.45,286.69,285.1,285.62,49717083,260143,285.783071,285.45,286.69,285.1,285.62,49717083,260143,285.783071
283.16,283.21,280.57,282.19,99142377,466151,281.947377,283.16,283.21,280.57,282.19,99142377,466151,281.947377,283.16,283.21,280.57,282.19,99142377,466151,281.947377,283.16,283.21,280.57,282.19,99142377,466151,281.947377,283.16,283.21,280.57,282.19,99142377,466151,281.947377
283.74,284.2,282.09,282.95,57468147,267403,283.00436,283.74,284.2,282.09,282.95,57468147,267403,283.00436,283.74,284.2,282.09,282.95,57468147,267403,283.00436,283.74,284.2,282.09,282.95,57468147,267403,283.00436,283.74,284.2,282.09,282.95,57468147,267403,283.00436
283.09,284.15,280.13,280.31,70066654,340223,281.910164,283.09,284.15,280.13,280.31,70066654,340223,281.910164,283.09,284.15,280.13,280.31,70066654,340223,281.910164,283.09,284.15,280.13,280.31,70066654,340223,281.910164,283.09,284.15,280.13,280.31,70066654,340223,281.910164
278.91,279.36,276.71,278.26,105794668,466356,278.222449,278.91,279.36,276.71,278.26,105794668,466356,278.222449,278.91,279.36,276.71,278.26,105794668,466356,278.222449,278.91,279.36,276.71,278.26,105794668,466356,278.222449,278.91,279.36,276.71,278.26,105794668,466356,278.222449
279.11,280.04,277.805,278.98,63433008,286148,278.910577,279.11,280.04,277.805,278.98,63433008,286148,278.910577,279.11,280.04,277.805,278.98,63433008,286148,278.910577,279.11,280.04,277.805,278.98,63433008,286148,278.910577,279.11,280.04,277.805,278.98,63433008,286148,278.910577
276.21,277.12,275.24,275.37,87040121,396412,275.990869,276.21,277.12,275.24,275.37,87040121,396412,275.990869,276.21,277.12,275.24,275.37,87040121,396412,275.990869,276.21,277.12,275.24,275.37,87040121,396412,275.990869,276.21,277.12,275.24,275.37,87040121,396412,275.990869
275.32,276.5521,273.09,274.61,96584146,492872,274.75971,275.32,276.5521,273.09,274.61,96584146,492872,274.75971,275.32,276.5521,273.09,274.61,96584146,492872,274.75971,275.32,276.5521,273.09,274.61,96584146,492872,274.75971,275.32,276.5521,273.09,274.61,96584146,492872,274.75971
277.12,280.68,276.62,280.49,77767889,377640,278.845031,277.12,280.68,276.62,280.49,77767889,377640,278.845031,277.12,280.68,276.62,280.49,77767889,377640,278.845031,277.12,280.68,276.62,280.49,77767889,377640,278.845031,277.12,280.68,276.62,280.49,77767889,377640,278.845031
282.33,282.99,280.32,282.87,71374498,327592,281.92976,282.33,282.99,280.32,282.87,71374498,327592,281.92976,282.33,282.99,280.32,282.87,71374498,327592,281.92976,282.33,282.99,280.32,282.87,71374498,327592,281.92976,282.33,282.99,280.32,282.87,71374498,327592,281.92976
283.29,285.55,282.57,284.78,69855780,303395,284.047267,283.29,285.55,282.57,284.78,69855780,303395,284.047267,283.29,285.55,282.57,284.78,69855780,303395,284.047267,283.29,285.55,282.57,284.78,69855780,303395,284.047267,283.29,285.55,282.57,284.78,69855780,303395,284.047267
285.93,288.85,285.74,287.58,74283295,337830,287.477283,285.93,288.85,285.74,287.58,74283295,337830,287.477283,285.93,288.85,285.74,287.58,74283295,337830,287.477283,285.93,288.85,285.74,287.58,74283295,337830,287.477283,285.93,288.85,285.74,287.58,74283295,337830,287.477283
289.37,290.82,288.8734,288.9305,60804701,298335,289.569207,289.37,290.82,288.8734,288.9305,60804701,298335,289.569207,289.37,290.82,288.8734,288.9305,60804701,298335,289.569207,289.37,290.82,288.8734,288.9305,60804701,298335,289.569207,289.37,290.82,288.8734,288.9305,60804701,298335,289.569207
290.99,291.4,288.1805,288.91,58696425,280368,289.403789,290.99,291.4,288.1805,288.91,58696425,280368,289.403789,290.99,291.4,288.1805,288.91,58696425,280368,289.403789,290.99,291.4,288.1805,288.91,58696425,280368,289.403789,290.99,291.4,288.1805,288.91,58696425,280368,289.403789
288.64,289.26,287.815,288.3,47384212,206507,288.410265,288.64,289.26,287.815,288.3,47384212,206507,288.410265,288.64,289.26,287.815,288.3,47384212,206507,288.410265,288.64,289.26,287.815,288.3,47384212,206507,288.410265,288.64,289.26,287.815,288.3,47384212,206507,288.410265
289.4,289.98,288.62,289.58,48958001,227007,289.222177,289.4,289.98,288.62,289.58,48958001,227007,289.222177,289.4,289.98,288.62,289.58,48958001,227007,289.222177,289.4,289.98,288.62,289.58,48958001,227007,289.222177,289.4,289.98,288.62,289.58,48958001,227007,289.222177
