SPY,SPY,SPY,SPY,SPY,SPY,SPY,AKREX,AKREX,AKREX,AKREX,AKREX,AKREX,AKREX,TROW,TROW,TROW,TROW,TROW,TROW,TROW,COHOX,COHOX,COHOX,COHOX,COHOX,COHOX,COHOX,VTI,VTI,VTI,VTI,VTI,VTI,VTI
open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
289.41,289.64,287.89,289.07,72545437,291581,288.933009,289.41,289.64,287.89,289.07,72545437,291581,288.933009,289.41,289.64,287.89,289.07,72545437,291581,288.933009,289.41,289.64,287.89,289.07,72545437,291581,288.933009,289.41,289.64,287.89,289.07,72545437,291581,288.933009
289.15,289.49,287.0,288.16,65984976,289835,288.115095,289.15,289.49,287.0,288.16,65984976,289835,288.115095,289.15,289.49,287.0,288.16,65984976,289835,288.115095,289.15,289.49,287.0,288.16,65984976,289835,288.115095,289.15,289.49,287.0,288.16,65984976,289835,288.115095
286.98,288.7,286.71,287.53,73632624,309155,287.603813,286.98,288.7,286.71,287.53,73632624,309155,287.603813,286.98,288.7,286.71,287.53,73632624,309155,287.603813,286.98,288.7,286.71,287.53,73632624,309155,287.603813,286.98,288.7,286.71,287.53,73632624,309155,287.603813
288.74,289.04,287.88,288.09,50712904,207070,288.169058,288.74,289.04,287.88,288.09,50712904,207070,288.169058,288.74,289.04,287.88,288.09,50712904,207070,288.169058,288.74,289.04,287.88,288.09,50712904,207070,288.169058,288.74,289.04,287.88,288.09,50712904,207070,288.169058
287.37,289.55,286.975,289.13,50552311,213944,288.70211,287.37,289.55,286.975,289.13,50552311,213944,288.70211,287.37,289.55,286.975,289.13,50552311,213944,288.70211,287.37,289.55,286.975,289.13,50552311,213944,288.70211,287.37,289.55,286.975,289.13,50552311,213944,288.70211
289.06,289.8,288.23,289.18,60051008,269018,289.039159,289.06,289.8,288.23,289.18,60051008,269018,289.039159,289.06,289.8,288.23,289.18,60051008,269018,289.039159,289.06,289.8,288.23,289.18,60051008,269018,289.039159,289.06,289.8,288.23,289.18,60051008,269018,289.039159
290.32,291.0384,289.995,290.8,51582525,234792,290.542572,290.32,291.0384,289.995,290.8,51582525,234792,290.542572,290.32,291.0384,289.995,290.8,51582525,234792,290.542572,290.32,291.0384,289.995,290.8,51582525,234792,290.542572,290.32,291.0384,289.995,290.8,51582525,234792,290.542572
291.06,291.27,290.0,290.92,55532434,222197,290.788283,291.06,291.27,290.0,290.92,55532434,222197,290.788283,291.06,291.27,290.0,290.92,55532434,222197,290.788283,291.06,291.27,290.0,290.92,55532434,222197,290.788283,291.06,291.27,290.0,290.92,55532434,222197,290.788283
290.82,290.86,289.03,289.4,69902080,248360,289.950874,290.82,290.86,289.03,289.4,69902080,248360,289.950874,290.82,290.86,289.03,289.4,69902080,248360,289.950874,290.82,290.86,289.03,289.4,69902080,248360,289.950874,290.82,290.86,289.03,289.4,69902080,248360,289.950874
289.58,291.58,289.55,290.92,62033460,227465,290.71641,289.58,291.58,289.55,290.92,62033460,227465,290.71641,289.58,291.58,289.55,290.92,62033460,227465,290.71641,289.58,291.58,289.55,290.92,62033460,227465,290.71641,289.58,291.58,289.55,290.92,62033460,227465,290.71641
290.98,291.69,290.825,291.25,49100576,209305,291.224727,290.98,291.69,290.825,291.25,49100576,209305,291.224727,290.98,291.69,290.825,291.25,49100576,209305,291.224727,290.98,291.69,290.825,291.25,49100576,209305,291.224727,290.98,291.69,290.825,291.25,49100576,209305,291.224727
292.64,293.94,291.2363,293.53,101956446,294710,293.080149,292.64,293.94,291.2363,293.53,101956446,294710,293.080149,292.64,293.94,291.2363,293.53,101956446,294710,293.080149,292.64,293.94,291.2363,293.53,101956446,294710,293.080149,292.64,293.94,291.2363,293.53,101956446,294710,293.080149
293.09,293.22,291.81,292.04,107509570,258392,292.546686,293.09,293.22,291.81,292.04,107509570,258392,292.546686,293.09,293.22,291.81,292.04,107509570,258392,292.546686,293.09,293.22,291.81,292.04,107509570,258392,292.546686,293.09,293.22,291.81,292.04,107509570,258392,292.546686
291.41,291.5,290.37,291.08,54024894,233335,291.001935,291.41,291.5,290.37,291.08,54024894,233335,291.001935,291.41,291.5,290.37,291.08,54024894,233335,291.001935,291.41,291.5,290.37,291.08,54024894,233335,291.001935,291.41,291.5,290.37,291.08,54024894,233335,291.001935
291.53,291.65,290.4833,290.7,44471638,175808,290.968864,291.53,291.65,290.4833,290.7,44471638,175808,290.968864,291.53,291.65,290.4833,290.7,44471638,175808,290.968864,291.53,291.65,290.4833,290.7,44471638,175808,290.968864,291.53,291.65,290.4833,290.7,44471638,175808,290.968864
290.91,292.24,289.41,289.805,79789674,298739,290.681216,290.91,292.24,289.41,289.805,79789674,298739,290.681216,290.91,292.24,289.41,289.805,79789674,298739,290.681216,290.91,292.24,289.41,289.805,79789674,298739,290.681216,290.91,292.24,289.41,289.805,79789674,298739,290.681216
290.41,291.91,290.1,290.68,59472319,238702,290.901482,290.41,291.91,290.1,290.68,59472319,238702,290.901482,290.41,291.91,290.1,290.68,59472319,238702,290.901482,290.41,291.91,290.1,290.68,59472319,238702,290.901482,290.41,291.91,290.1,290.68,59472319,238702,290.901482
289.99,291.28,289.95,290.57,70091460,267815,290.599861,289.99,291.28,289.95,290.57,70091460,267815,290.599861,289.99,291.28,289.95,290.57,70091460,267815,290.599861,289.99,291.28,289.95,290.57,70091460,267815,290.599861,289.99,291.28,289.95,290.57,70091460,267815,290.599861
292.11,292.93,290.98,291.7,62578937,254454,291.962582,292.11,292.93,290.98,291.7,62578937,254454,291.962582,292.11,292.93,290.98,291.7,62578937,254454,291.962582,292.11,292.93,290.98,291.7,62578937,254454,291.962582,292.11,292.93,290.98,291.7,62578937,254454,291.962582
291.56,292.355,291.14,291.61,47288227,220334,291.709802,291.56,292.355,291.14,291.61,47288227,220334,291.709802,291.56,292.355,291.14,291.61,47288227,220334,291.709802,291.56,292.355,291.14,291.61,47288227,220334,291.709802,291.56,292.355,291.14,291.61,47288227,220334,291.709802
292.74,293.21,291.32,291.76,64695630,258733,292.253915,292.74,293.21,291.32,291.76,64695630,258733,292.253915,292.74,293.21,291.32,291.76,64695630,258733,292.253915,292.74,293.21,291.32,291.76,64695630,258733,292.253915,292.74,293.21,291.32,291.76,64695630,258733,292.253915
291.18,291.24,287.66,289.53,112856465,478297,289.463236,291.18,291.24,287.66,289.53,112856465,478297,289.463236,291.18,291.24,287.66,289.53,112856465,478297,289.463236,291.18,291.24,287.66,289.53,112856465,478297,289.463236,291.18,291.24,287.66,289.53,112856465,478297,289.463236
289.69,290.27,286.22,287.81,106032068,467058,288.115984,289.69,290.27,286.22,287.81,106032068,467058,288.115984,289.69,290.27,286.22,287.81,106032068,467058,288.115984,289.69,290.27,286.22,287.81,106032068,467058,288.115984,289.69,290.27,286.22,287.81,106032068,467058,288.115984
287.05,288.22,285.5,287.8,87853812,395330,287.185289,287.05,288.22,285.5,287.8,87853812,395330,287.185289,287.05,288.22,285.5,287.8,87853812,395330,287.185289,287.05,288.22,285.5,287.8,87853812,395330,287.185289,287.05,288.22,285.5,287.8,87853812,395330,287.185289
287.39,288.86,286.77,287.48,74389172,334051,287.725041,287.39,288.86,286.77,287.48,74389172,334051,287.725041,287.39,288.86,286.77,287.48,74389172,334051,287.725041,287.39,288.86,286.77,287.48,74389172,334051,287.725041,287.39,288.86,286.77,287.48,74389172,334051,287.725041
286.83,286.91,277.88,278.27,215567771,877254,282.024892,286.83,286.91,277.88,278.27,215567771,877254,282.024892,286.83,286.91,277.88,278.27,215567771,877254,282.024892,286.83,286.91,277.88,278.27,215567771,877254,282.024892,286.83,286.91,277.88,278.27,215567771,877254,282.024892
277.08,278.9,270.36,272.54,275225580,1469827,275.054273,277.08,278.9,270.36,272.54,275225580,1469827,275.054273,277.08,278.9,270.36,272.54,275225580,1469827,275.054273,277.08,278.9,270.36,272.54,275225580,1469827,275.054273,277.08,278.9,270.36,272.54,275225580,1469827,275.054273
276.77,277.09,272.37,276.01,186452035,991520,274.919809,276.77,277.09,272.37,276.01,186452035,991520,274.919809,276.77,277.09,272.37,276.01,186452035,991520,274.919809,276.77,277.09,272.37,276.01,186452035,991520,274.919809,276.77,277.09,272.37,276.01,186452035,991520,274.919809
275.55,277.04,274.3,274.49,104132367,543707,275.519667,275.55,277.04,274.3,274.49,104132367,543707,275.519667,275.55,277.04,274.3,274.49,104132367,543707,275.519667,275.55,277.04,274.3,274.49,104132367,543707,275.519667,275.55,277.04,274.3,274.49,104132367,543707,275.519667
276.6,280.82,276.07,280.24,119803983,476753,278.542974,276.6,280.82,276.07,280.24,119803983,476753,278.542974,276.6,280.82,276.07,280.24,119803983,476753,278.542974,276.6,280.82,276.07,280.24,119803983,476753,278.542974,276.6,280.82,276.07,280.24,119803983,476753,278.542974
280.44,281.15,277.56,280.42,110755987,566702,279.891067,280.44,281.15,277.56,280.42,110755987,566702,279.891067,280.44,281.15,277.56,280.42,110755987,566702,279.891067,280.44,281.15,277.56,280.42,110755987,566702,279.891067,280.44,281.15,277.56,280.42,110755987,566702,279.891067
279.4,280.07,274.97,276.39,135603525,747568,277.110785,279.4,280.07,274.97,276.39,135603525,747568,277.110785,279.4,280.07,274.97,276.39,135603525,747568,277.110785,279.4,280.07,274.97,276.39,135603525,747568,277.110785,279.4,280.07,274.97,276.39,135603525,747568,277.110785
277.13,279.3,275.47,276.1797,139970953,583435,277.067808,277.13,279.3,275.47,276.1797,139970953,583435,277.067808,277.13,279.3,275.47,276.1797,139970953,583435,277.067808,277.13,279.3,275.47,276.1797,139970953,583435,277.067808,277.13,279.3,275.47,276.1797,139970953,583435,277.067808
277.0,277.36,274.41,275.03,82625903,449536,275.572829,277.0,277.36,274.41,275.03,82625903,449536,275.572829,277.0,277.36,274.41,275.03,82625903,449536,275.572829,277.0,277.36,274.41,275.03,82625903,449536,275.572829,277.0,277.36,274.41,275.03,82625903,449536,275.572829
270.95,274.87,268.61,273.52,146954204,837027,271.945803,270.95,274.87,268.61,273.52,146954204,837027,271.945803,270.95,274.87,268.61,273.52,146954204,837027,271.945803,270.95,274.87,268.61,273.52,146954204,837027,271.945803,270.95,274.87,268.61,273.52,146954204,837027,271.945803
273.33,273.76,264.7,265.21,178147537,938616,269.120108,273.33,273.76,264.7,265.21,178147537,938616,269.120108,273.33,273.76,264.7,265.21,178147537,938616,269.120108,273.33,273.76,264.7,265.21,178147537,938616,269.120108,273.33,273.76,264.7,265.21,178147537,938616,269.120108
267.38,271.81,266.23,270.01,138601053,733954,269.13495,267.38,271.81,266.23,270.01,138601053,733954,269.13495,267.38,271.81,266.23,270.01,138601053,733954,269.13495,267.38,271.81,266.23,270.01,138601053,733954,269.13495,267.38,271.81,266.23,270.01,138601053,733954,269.13495
265.89,271.0,262.29,265.22,202113826,1112279,265.536215,265.89,271.0,262.29,265.22,202113826,1112279,265.536215,265.89,271.0,262.29,265.22,202113826,1112279,265.536215,265.89,271.0,262.29,265.22,202113826,1112279,265.536215,265.89,271.0,262.29,265.22,202113826,1112279,265.536215
268.8,270.25,259.85,263.69,162601353,861689,265.495853,268.8,270.25,259.85,263.69,162601353,861689,265.495853,268.8,270.25,259.85,263.69,162601353,861689,265.495853,268.8,270.25,259.85,263.69,162601353,861689,265.495853,268.8,270.25,259.85,263.69,162601353,861689,265.495853
263.67,268.12,263.12,267.88,157308558,868960,265.799132,263.67,268.12,263.12,267.88,157308558,868960,265.799132,263.67,268.12,263.12,267.88,157308558,868960,265.799132,263.67,268.12,263.12,267.88,157308558,868960,265.799132,263.67,268.12,263.12,267.88,157308558,868960,265.799132
270.65,273.23,270.12,270.69,128348386,602206,271.448987,270.65,273.23,270.12,270.69,128348386,602206,271.448987,270.65,273.23,270.12,270.69,128348386,602206,271.448987,270.65,273.23,270.12,270.69,128348386,602206,271.448987,270.65,273.23,270.12,270.69,128348386,602206,271.448987
271.6,273.73,270.38,273.37,100335042,460608,272.354421,271.6,273.73,270.38,273.37,100335042,460608,272.354421,271.6,273.73,270.38,273.37,100335042,460608,272.354421,271.6,273.73,270.38,273.37,100335042,460608,272.354421,271.6,273.73,270.38,273.37,100335042,460608,272.354421
274.75,275.23,269.59,271.8,122920549,612579,272.159818,274.75,275.23,269.59,271.8,122920549,612579,272.159818,274.75,275.23,269.59,271.8,122920549,612579,272.159818,274.75,275.23,269.59,271.8,122920549,612579,272.159818,274.75,275.23,269.59,271.8,122920549,612579,272.159818
272.45,274.01,271.35,273.47,66034982,319135,272.835973,272.45,274.01,271.35,273.47,66034982,319135,272.835973,272.45,274.01,271.35,273.47,66034982,319135,272.835973,272.45,274.01,271.35,273.47,66034982,319135,272.835973,272.45,274.01,271.35,273.47,66034982,319135,272.835973
273.32,275.3,273.25,275.11,60140604,285375,274.489216,273.32,275.3,273.25,275.11,60140604,285375,274.489216,273.32,275.3,273.25,275.11,60140604,285375,274.489216,273.32,275.3,273.25,275.11,60140604,285375,274.489216,273.32,275.3,273.25,275.11,60140604,285375,274.489216
277.56,281.1,277.08,281.0,103084708,437248,279.375572,277.56,281.1,277.08,281.0,103084708,437248,279.375572,277.56,281.1,277.08,281.0,103084708,437248,279.375572,277.56,281.1,277.08,281.0,103084708,437248,279.375572,277.56,281.1,277.08,281.0,103084708,437248,279.375572
280.11,281.22,279.22,280.48,66734990,317908,280.34636,280.11,281.22,279.22,280.48,66734990,317908,280.34636,280.11,281.22,279.22,280.48,66734990,317908,280.34636,280.11,281.22,279.22,280.48,66734990,317908,280.34636,280.11,281.22,279.22,280.48,66734990,317908,280.34636
279.03,279.24,276.18,277.82,100098611,427028,277.899486,279.03,279.24,276.18,277.82,100098611,427028,277.899486,279.03,279.24,276.18,277.82,100098611,427028,277.899486,279.03,279.24,276.18,277.82,100098611,427028,277.899486,279.03,279.24,276.18,277.82,100098611,427028,277.899486
277.19,277.46,271.99,272.4795,99833427,501904,273.956748,277.19,277.46,271.99,272.4795,99833427,501904,273.956748,277.19,277.46,271.99,272.4795,99833427,501904,273.956748,277.19,277.46,271.99,272.4795,99833427,501904,273.956748,277.19,277.46,271.99,272.4795,99833427,501904,273.956748
273.07,275.325,271.25,272.04,98239663,515443,272.890746,273.07,275.325,271.25,272.04,98239663,515443,272.890746,273.07,275.325,271.25,272.04,98239663,515443,272.890746,273.07,275.325,271.25,272.04,98239663,515443,272.890746,273.07,275.325,271.25,272.04,98239663,515443,272.890746
274.16,274.61,268.45,270.15,128450670,608601,271.001395,274.16,274.61,268.45,270.15,128450670,608601,271.001395,274.16,274.61,268.45,270.15,128450670,608601,271.001395,274.16,274.61,268.45,270.15,128450670,608601,271.001395,274.16,274.61,268.45,270.15,128450670,608601,271.001395
268.78,273.54,267.0102,273.01,135133581,671235,270.868649,268.78,273.54,267.0102,273.01,135133581,671235,270.868649,268.78,273.54,267.0102,273.01,135133581,671235,270.868649,268.78,273.54,267.0102,273.01,135133581,671235,270.868649,268.78,273.54,267.0102,273.01,135133581,671235,270.868649
271.79,274.75,271.21,273.73,127441298,496900,273.17073,271.79,274.75,271.21,273.73,127441298,496900,273.17073,271.79,274.75,271.21,273.73,127441298,496900,273.17073,271.79,274.75,271.21,273.73,127441298,496900,273.17073,271.79,274.75,271.21,273.73,127441298,496900,273.17073
273.05,273.38,266.748,269.12,103083870,492984,269.93564,273.05,273.38,266.748,269.12,103083870,492984,269.93564,273.05,273.38,266.748,269.12,103083870,492984,269.93564,273.05,273.38,266.748,269.12,103083870,492984,269.93564,273.05,273.38,266.748,269.12,103083870,492984,269.93564
265.36,267.0,263.15,264.15,136914701,666894,265.211778,265.36,267.0,263.15,264.15,136914701,666894,265.211778,265.36,267.0,263.15,264.15,136914701,666894,265.211778,265.36,267.0,263.15,264.15,136914701,666894,265.211778,265.36,267.0,263.15,264.15,136914701,666894,265.211778
265.86,267.15,265.01,265.03,76677771,347447,265.858478,265.86,267.15,265.01,265.03,76677771,347447,265.858478,265.86,267.15,265.01,265.03,76677771,347447,265.858478,265.86,267.15,265.01,265.03,76677771,347447,265.858478,265.86,267.15,265.01,265.03,76677771,347447,265.858478
263.18,264.8234,263.07,263.32,42908328,190709,263.941432,263.18,264.8234,263.07,263.32,42908328,190709,263.941432,263.18,264.8234,263.07,263.32,42908328,190709,263.941432,263.18,264.8234,263.07,263.32,42908328,190709,263.941432,263.18,264.8234,263.07,263.32,42908328,190709,263.941432
265.8,267.75,265.34,267.43,80742820,341213,266.561198,265.8,267.75,265.34,267.43,80742820,341213,266.561198,265.8,267.75,265.34,267.43,80742820,341213,266.561198,265.8,267.75,265.34,267.43,80742820,341213,266.561198,265.8,267.75,265.34,267.43,80742820,341213,266.561198
266.34,268.4,265.66,268.29,75741934,341298,267.462537,266.34,268.4,265.66,268.29,75741934,341298,267.462537,266.34,268.4,265.66,268.29,75741934,341298,267.462537,266.34,268.4,265.66,268.29,75741934,341298,267.462537,266.34,268.4,265.66,268.29,75741934,341298,267.462537
269.6,274.58,268.3272,274.36,128101193,550880,272.047581,269.6,274.58,268.3272,274.36,128101193,550880,272.047581,269.6,274.58,268.3272,274.36,128101193,550880,272.047581,269.6,274.58,268.3272,274.36,128101193,550880,272.047581,269.6,274.58,268.3272,274.36,128101193,550880,272.047581
273.71,275.55,272.43,273.95,82346420,393268,273.94935,273.71,275.55,272.43,273.95,82346420,393268,273.94935,273.71,275.55,272.43,273.95,82346420,393268,273.94935,273.71,275.55,272.43,273.95,82346420,393268,273.94935,273.71,275.55,272.43,273.95,82346420,393268,273.94935
273.81,276.28,273.45,275.685,101367341,340428,275.069763,273.81,276.28,273.45,275.685,101367341,340428,275.069763,273.81,276.28,273.45,275.685,101367341,340428,275.069763,273.81,276.28,273.45,275.685,101367341,340428,275.069763,273.81,276.28,273.45,275.685,101367341,340428,275.069763
280.3,280.4,277.505,279.26,103231585,473013,278.946591,280.3,280.4,277.505,279.26,103231585,473013,278.946591,280.3,280.4,277.505,279.26,103231585,473013,278.946591,280.3,280.4,277.505,279.26,103231585,473013,278.946591,280.3,280.4,277.505,279.26,103231585,473013,278.946591
278.37,278.85,269.9,270.39,179660780,864741,272.983629,278.37,278.85,269.9,270.39,179660780,864741,272.983629,278.37,278.85,269.9,270.39,179660780,864741,272.983629,278.37,278.85,269.9,270.39,179660780,864741,272.983629,278.37,278.85,269.9,270.39,179660780,864741,272.983629
265.92,269.97,262.44,269.77,204567976,1061722,266.575874,265.92,269.97,262.44,269.77,204567976,1061722,266.575874,265.92,269.97,262.44,269.77,204567976,1061722,266.575874,265.92,269.97,262.44,269.77,204567976,1061722,266.575874,265.92,269.97,262.44,269.77,204567976,1061722,266.575874
269.46,271.22,262.63,263.66,161718941,870257,265.669524,269.46,271.22,262.63,263.66,161718941,870257,265.669524,269.46,271.22,262.63,263.66,161718941,870257,265.669524,269.46,271.22,262.63,263.66,161718941,870257,265.669524,269.46,271.22,262.63,263.66,161718941,870257,265.669524
263.37,265.1613,258.62,264.07,152507367,937173,262.213941,263.37,265.1613,258.62,264.07,152507367,937173,262.213941,263.37,265.1613,258.62,264.07,152507367,937173,262.213941,263.37,265.1613,258.62,264.07,152507367,937173,262.213941,263.37,265.1613,258.62,264.07,152507367,937173,262.213941
267.66,267.87,262.48,264.11,121508867,659381,265.234883,267.66,267.87,262.48,264.11,121508867,659381,265.234883,267.66,267.87,262.48,264.11,121508867,659381,265.234883,267.66,267.87,262.48,264.11,121508867,659381,265.234883,267.66,267.87,262.48,264.11,121508867,659381,265.234883
267.47,269.0,265.37,265.53,98227166,512843,266.947703,267.47,269.0,265.37,265.53,98227166,512843,266.947703,267.47,269.0,265.37,265.53,98227166,512843,266.947703,267.47,269.0,265.37,265.53,98227166,512843,266.947703,267.47,269.0,265.37,265.53,98227166,512843,266.947703
266.52,267.49,264.12,265.38,96733807,489986,265.527194,266.52,267.49,264.12,265.38,96733807,489986,265.527194,266.52,267.49,264.12,265.38,96733807,489986,265.527194,266.52,267.49,264.12,265.38,96733807,489986,265.527194,266.52,267.49,264.12,265.38,96733807,489986,265.527194
262.96,264.03,259.85,260.57,116961186,617483,261.672716,262.96,264.03,259.85,260.57,116961186,617483,261.672716,262.96,264.03,259.85,260.57,116961186,617483,261.672716,262.96,264.03,259.85,260.57,116961186,617483,261.672716,262.96,264.03,259.85,260.57,116961186,617483,261.672716
259.4,260.65,253.525,255.17,165634258,828888,256.947074,259.4,260.65,253.525,255.17,165634258,828888,256.947074,259.4,260.65,253.525,255.17,165634258,828888,256.947074,259.4,260.65,253.525,255.17,165634258,828888,256.947074,259.4,260.65,253.525,255.17,165634258,828888,256.947074
257.2,257.95,253.28,255.11,134860263,648104,255.913271,257.2,257.95,253.28,255.11,134860263,648104,255.913271,257.2,257.95,253.28,255.11,134860263,648104,255.913271,257.2,257.95,253.28,255.11,134860263,648104,255.913271,257.2,257.95,253.28,255.11,134860263,648104,255.913271
255.17,259.4,249.35,251.04,215320074,1302844,253.936494,255.17,259.4,249.35,251.04,215320074,1302844,253.936494,255.17,259.4,249.35,251.04,215320074,1302844,253.936494,255.17,259.4,249.35,251.04,215320074,1302844,253.936494,255.17,259.4,249.35,251.04,215320074,1302844,253.936494
249.88,251.62,244.65,247.11,252623962,1265244,248.286424,249.88,251.62,244.65,247.11,252623962,1265244,248.286424,249.88,251.62,244.65,247.11,252623962,1265244,248.286424,249.88,251.62,244.65,247.11,252623962,1265244,248.286424,249.88,251.62,244.65,247.11,252623962,1265244,248.286424
246.74,249.71,239.98,240.61,257272690,1156611,243.944013,246.74,249.71,239.98,240.61,257272690,1156611,243.944013,246.74,249.71,239.98,240.61,257272690,1156611,243.944013,246.74,249.71,239.98,240.61,257272690,1156611,243.944013,246.74,249.71,239.98,240.61,257272690,1156611,243.944013
239.04,240.8355,234.27,234.37,149471881,683161,237.283393,239.04,240.8355,234.27,234.37,149471881,683161,237.283393,239.04,240.8355,234.27,234.37,149471881,683161,237.283393,239.04,240.8355,234.27,234.37,149471881,683161,237.283393,239.04,240.8355,234.27,234.37,149471881,683161,237.283393
235.97,246.18,233.76,245.9095,218764506,1032195,239.563589,235.97,246.18,233.76,245.9095,218764506,1032195,239.563589,235.97,246.18,233.76,245.9095,218764506,1032195,239.563589,235.97,246.18,233.76,245.9095,218764506,1032195,239.563589,235.97,246.18,233.76,245.9095,218764506,1032195,239.563589
242.56,248.29,238.96,248.21,186840488,978538,243.492816,242.56,248.29,238.96,248.21,186840488,978538,243.492816,242.56,248.29,238.96,248.21,186840488,978538,243.492816,242.56,248.29,238.96,248.21,186840488,978538,243.492816,242.56,248.29,238.96,248.21,186840488,978538,243.492816
249.58,251.4,246.45,247.73,153196365,800110,248.579186,249.58,251.4,246.45,247.73,153196365,800110,248.579186,249.58,251.4,246.45,247.73,153196365,800110,248.579186,249.58,251.4,246.45,247.73,153196365,800110,248.579186,249.58,251.4,246.45,247.73,153196365,800110,248.579186
249.54,250.19,247.47,250.08,144520520,591029,249.142101,249.54,250.19,247.47,250.08,144520520,591029,249.142101,249.54,250.19,247.47,250.08,144520520,591029,249.142101,249.54,250.19,247.47,250.08,144520520,591029,249.142101,249.54,250.19,247.47,250.08,144520520,591029,249.142101
245.98,251.21,245.95,250.23,131471311,603608,249.117597,245.98,251.21,245.95,250.23,131471311,603608,249.117597,245.98,251.21,245.95,250.23,131471311,603608,249.117597,245.98,251.21,245.95,250.23,131471311,603608,249.117597,245.98,251.21,245.95,250.23,131471311,603608,249.117597
248.23,248.57,243.67,244.15,146803492,698037,245.630362,248.23,248.57,243.67,244.15,146803492,698037,245.630362,248.23,248.57,243.67,244.15,146803492,698037,245.630362,248.23,248.57,243.67,244.15,146803492,698037,245.630362,248.23,248.57,243.67,244.15,146803492,698037,245.630362
247.59,253.11,247.17,252.39,142920211,708777,250.455694,247.59,253.11,247.17,252.39,142920211,708777,250.455694,247.59,253.11,247.17,252.39,142920211,708777,250.455694,247.59,253.11,247.17,252.39,142920211,708777,250.455694,247.59,253.11,247.17,252.39,142920211,708777,250.455694
252.7,255.95,251.69,254.29,103705813,449998,254.069565,252.7,255.95,251.69,254.29,103705813,449998,254.069565,252.7,255.95,251.69,254.29,103705813,449998,254.069565,252.7,255.95,251.69,254.29,103705813,449998,254.069565,252.7,255.95,251.69,254.29,103705813,449998,254.069565
256.82,257.31,254.0,256.62,103267687,461977,255.8453,256.82,257.31,254.0,256.62,103267687,461977,255.8453,256.82,257.31,254.0,256.62,103267687,461977,255.8453,256.82,257.31,254.0,256.62,103267687,461977,255.8453,256.82,257.31,254.0,256.62,103267687,461977,255.8453
257.56,258.91,256.19,257.92,95741225,438058,257.817252,257.56,258.91,256.19,257.92,95741225,438058,257.817252,257.56,258.91,256.19,257.92,95741225,438058,257.817252,257.56,258.91,256.19,257.92,95741225,438058,257.817252,257.56,258.91,256.19,257.92,95741225,438058,257.817252
256.26,259.16,255.5,258.98,98012473,417182,257.82754,256.26,259.16,255.5,258.98,98012473,417182,257.82754,256.26,259.16,255.5,258.98,98012473,417182,257.82754,256.26,259.16,255.5,258.98,98012473,417182,257.82754,256.26,259.16,255.5,258.98,98012473,417182,257.82754
257.68,259.0098,257.03,258.81,74684741,298075,258.331868,257.68,259.0098,257.03,258.81,74684741,298075,258.331868,257.68,259.0098,257.03,258.81,74684741,298075,258.331868,257.68,259.0098,257.03,258.81,74684741,298075,258.331868,257.68,259.0098,257.03,258.81,74684741,298075,258.331868
256.86,258.3,256.41,257.35,70915769,288740,257.752708,256.86,258.3,256.41,257.35,70915769,288740,257.752708,256.86,258.3,256.41,257.35,70915769,288740,257.752708,256.86,258.3,256.41,257.35,70915769,288740,257.752708,256.86,258.3,256.41,257.35,70915769,288740,257.752708
257.82,260.7,257.81,260.23,86277271,363764,259.638958,257.82,260.7,257.81,260.23,86277271,363764,259.638958,257.82,260.7,257.81,260.23,86277271,363764,259.638958,257.82,260.7,257.81,260.23,86277271,363764,259.638958,257.82,260.7,257.81,260.23,86277271,363764,259.638958
260.83,261.9666,260.6,260.96,78248660,315913,261.219106,260.83,261.9666,260.6,260.96,78248660,315913,261.219106,260.83,261.9666,260.6,260.96,78248660,315913,261.219106,260.83,261.9666,260.6,260.96,78248660,315913,261.219106,260.83,261.9666,260.6,260.96,78248660,315913,261.219106
260.01,263.92,259.96,263.0,97070635,384972,262.065692,260.01,263.92,259.96,263.0,97070635,384972,262.065692,260.01,263.92,259.96,263.0,97070635,384972,262.065692,260.01,263.92,259.96,263.0,97070635,384972,262.065692,260.01,263.92,259.96,263.0,97070635,384972,262.065692
264.98,266.98,262.998,266.42,134126668,445517,265.727668,264.98,266.98,262.998,266.42,134126668,445517,265.727668,264.98,266.98,262.998,266.42,134126668,445517,265.727668,264.98,266.98,262.998,266.42,134126668,445517,265.727668,264.98,266.98,262.998,266.42,134126668,445517,265.727668
264.82,265.06,261.06,262.94,115586308,522148,262.94893,264.82,265.06,261.06,262.94,115586308,522148,262.94893,264.82,265.06,261.06,262.94,115586308,522148,262.94893,264.82,265.06,261.06,262.94,115586308,522148,262.94893,264.82,265.06,261.06,262.94,115586308,522148,262.94893
264.01,264.79,260.66,263.35,86936387,445444,262.787313,264.01,264.79,260.66,263.35,86936387,445444,262.787313,264.01,264.79,260.66,263.35,86936387,445444,262.787313,264.01,264.79,260.66,263.35,86936387,445444,262.787313,264.01,264.79,260.66,263.35,86936387,445444,262.787313
263.21,264.2,262.08,263.6,59210139,315573,263.25466,263.21,264.2,262.08,263.6,59210139,315573,263.25466,263.21,264.2,262.08,263.6,59210139,315573,263.25466,263.21,264.2,262.08,263.6,59210139,315573,263.25466,263.21,264.2,262.08,263.6,59210139,315573,263.25466
