date,high,low,open,close,volume,adj close
2016-08-17,24.36323356628418,23.80952453613281,24.08637809753418,23.80952453613281,137600.0,23.80952453613281
2016-08-18,24.36323356628418,23.53266906738281,24.36323356628418,23.67109680175781,895700.0,23.67109680175781
2016-08-19,24.08637809753418,23.615724563598636,23.64341163635254,24.08637809753418,2400300.0,24.08637809753418
2016-08-22,25.249170303344727,23.58803939819336,23.80952453613281,24.169435501098636,1138300.0,24.169435501098636
2016-08-23,25.415283203125,24.08637809753418,24.22480583190918,24.916942596435547,751600.0,24.916942596435547
2016-08-24,27.68549346923828,24.972314834594727,27.68549346923828,25.249170303344727,1280200.0,25.249170303344727
2016-08-25,25.609081268310547,24.972314834594727,25.609081268310547,25.14396476745605,188300.0,25.14396476745605
2016-08-26,25.442968368530277,25.18826103210449,25.442968368530277,25.332225799560547,113200.0,25.332225799560547
2016-08-29,26.024362564086918,25.35991096496582,25.35991096496582,25.63676643371582,704500.0,25.63676643371582
2016-08-30,25.885934829711918,24.667774200439453,25.609081268310547,25.0,2435300.0,25.0
2016-08-31,24.972314834594727,24.36323356628418,24.77851676940918,24.739755630493164,4578700.0,24.739755630493164
2016-09-01,26.328903198242188,24.08637809753418,26.328903198242188,24.08637809753418,4585900.0,24.08637809753418
2016-09-02,24.313400268554688,23.64341163635254,24.313400268554688,23.798450469970703,4119100.0,23.798450469970703
2016-09-06,25.609081268310547,23.26688766479492,23.94795036315918,25.166112899780277,28543400.0,25.166112899780277
2016-09-07,27.342193603515625,24.92801856994629,24.95570373535156,26.578073501586918,74965600.0,26.578073501586918
2016-09-08,28.178295135498047,26.80509376525879,26.827241897583008,27.85714340209961,20861200.0,27.85714340209961
2016-09-09,27.77962303161621,26.650054931640625,27.59136199951172,27.17607879638672,13491100.0,27.17607879638672
2016-09-12,27.519380569458008,26.41749763488769,26.61129570007324,27.35326766967773,7090300.0,27.35326766967773
2016-09-13,27.486156463623047,26.58361053466797,26.650054931640625,26.854928970336918,9146300.0,26.854928970336918
2016-09-14,26.92137336730957,26.578073501586918,26.79401969909668,26.77187156677246,8722000.0,26.77187156677246
2016-09-15,27.148393630981445,26.589147567749023,26.64451789855957,27.07087516784668,8721800.0,27.07087516784668
2016-09-16,27.126245498657227,26.64451789855957,26.926910400390625,26.83831596374512,9015000.0,26.83831596374512
2016-09-19,27.07087516784668,26.66666603088379,26.71096420288086,26.998891830444336,8243400.0,26.998891830444336
2016-09-20,27.098560333251957,26.672203063964844,26.960132598876957,26.98228073120117,6082600.0,26.98228073120117
2016-09-21,27.13178253173828,26.727575302124023,26.788482666015625,26.810630798339844,7544500.0,26.810630798339844
2016-09-22,26.99335479736328,26.52823829650879,26.849390029907227,26.59468460083008,8643800.0,26.59468460083008
2016-09-23,26.83831596374512,26.478404998779297,26.50609016418457,26.58361053466797,3775600.0,26.58361053466797
2016-09-26,26.61129570007324,26.40088653564453,26.42303466796875,26.51716423034668,5133500.0,26.51716423034668
2016-09-27,26.566999435424805,26.384275436401367,26.45625686645508,26.461793899536133,4982900.0,26.461793899536133
2016-09-28,26.63898086547852,26.31782913208008,26.511627197265625,26.50055313110352,4061600.0,26.50055313110352
2016-09-29,26.53931427001953,26.30675506591797,26.36212539672852,26.339977264404297,2996500.0,26.339977264404297
2016-09-30,26.63344383239746,26.33444023132324,26.45625686645508,26.467330932617188,3125100.0,26.467330932617188
2016-10-03,26.605758666992188,26.351051330566406,26.373201370239254,26.53931427001953,2709500.0,26.53931427001953
